t_in,t_out,lado,entry,exit,tp,sl,pnl,motivo,z,p_up,p_mc,atr,expansion,bars,eq,year
2025-06-02 13:30:00+00:00,2025-06-02 16:00:00+00:00,1,3366.65,3379.2385714285715,3379.2385714285715,3361.6145714285717,12.288571428571412,TP,2.252766095203415,0.99795902278211,0.7025,6.294285714285674,1,10,76.79799999999933,2025
2025-06-10 13:15:00+00:00,2025-06-10 14:00:00+00:00,1,3345.86,3341.6805714285715,3356.3085714285717,3341.6805714285715,-4.479428571428616,SL,2.1672719562540492,0.990257755898048,0.5805,5.2242857142856725,1,3,72.31857142857072,2025
2025-06-12 13:30:00+00:00,2025-06-12 13:45:00+00:00,1,3398.41,3391.831142857143,3414.8571428571427,3391.831142857143,-6.878857142857032,SL,2.464808868384158,0.9990519105658427,0.622,8.223571428571436,1,1,65.43971428571369,2025
2025-08-20 13:30:00+00:00,2025-08-20 13:45:00+00:00,1,3346.61,3343.6477142857143,3354.0157142857142,3343.6477142857143,-3.2622857142858264,SL,2.3880167421131397,0.9991799386746113,0.50525,3.7028571428570882,1,1,62.17742857142787,2025
2025-08-22 14:00:00+00:00,2025-08-22 14:30:00+00:00,1,3358.96,3369.675714285714,3369.675714285714,3354.673714285714,10.415714285714056,TP,6.2479702232461465,0.9111300996382778,0.5525,5.357857142857126,1,2,72.59314285714193,2025
2025-08-28 13:15:00+00:00,2025-08-28 14:30:00+00:00,1,3404.67,3413.37,3413.37,3401.19,8.399999999999817,TP,2.3073764052231462,0.9991873962424188,0.66225,4.350000000000007,1,5,80.99314285714175,2025
2025-09-02 14:00:00+00:00,2025-09-02 14:45:00+00:00,1,3498.0,3513.55,3513.55,3491.78,15.250000000000181,TP,2.233372596602597,0.9963960874670774,0.57175,7.774999999999993,1,3,96.24314285714193,2025
2025-09-15 13:30:00+00:00,2025-09-15 13:45:00+00:00,1,3662.95,3659.098571428571,3672.578571428571,3659.098571428571,-4.151428571428641,SL,2.822448790948432,0.9991318604549592,0.5367500000000001,4.814285714285688,1,1,92.0917142857133,2025
2025-09-15 15:45:00+00:00,2025-09-15 16:45:00+00:00,1,3680.56,3675.6834285714285,3692.7514285714287,3675.6834285714285,-5.176571428571424,SL,3.149362743420278,0.9993427413074378,0.5965,6.095714285714329,1,4,86.91514285714187,2025
2025-10-06 13:30:00+00:00,2025-10-06 15:45:00+00:00,1,3944.84,3960.0,3960.0,3938.7760000000003,14.859999999999854,TP,2.3856356327833677,0.9988373175747645,0.707,7.579999999999992,1,9,101.77514285714173,2025
2025-10-16 14:00:00+00:00,2025-10-16 14:15:00+00:00,1,4265.31,4257.092857142858,4285.852857142858,4257.092857142858,-8.51714285714279,SL,2.644922771103042,0.9981005461561779,0.664,10.271428571428519,1,1,93.25799999999894,2025
2025-10-24 14:00:00+00:00,2025-10-24 14:15:00+00:00,1,4132.4,4120.409714285714,4162.375714285714,4120.409714285714,-12.290285714286075,SL,2.6798042096910324,0.9750028375278859,0.49975,14.987857142857267,1,1,80.96771428571287,2025
2025-11-12 15:00:00+00:00,2025-11-12 15:30:00+00:00,1,4161.95,4179.9857142857145,4179.9857142857145,4154.735714285714,17.735714285714675,TP,4.391235046267983,0.9981971467140086,0.51625,9.017857142857272,1,2,98.70342857142755,2025
2025-11-19 14:45:00+00:00,2025-11-19 15:15:00+00:00,1,4127.94,4120.254285714285,4147.154285714286,4120.254285714285,-7.9857142857143115,SL,2.1900390836135526,0.9988905629362275,0.671,9.607142857142922,1,2,90.71771428571324,2025
2025-11-21 16:45:00+00:00,2025-11-21 17:00:00+00:00,1,4099.99,4090.972857142857,4122.532857142856,4090.972857142857,-9.317142857142972,SL,3.2035496681996802,0.9993903466806595,0.47850000000000004,11.271428571428487,1,1,81.40057142857027,2025
2025-12-01 14:45:00+00:00,2025-12-01 15:00:00+00:00,1,4240.08,4231.585714285714,4261.315714285714,4231.585714285714,-8.79428571428598,SL,2.3181296491246135,0.8649704477265197,0.6505000000000001,10.617857142857117,1,1,72.6062857142843,2025
2025-12-09 14:30:00+00:00,2025-12-09 15:00:00+00:00,1,4205.87,4201.016285714286,4218.004285714285,4201.016285714286,-5.153714285713977,SL,3.1602126003720477,0.9926926509551707,0.4535,6.067142857142828,1,2,67.45257142857032,2025
2026-01-06 14:30:00+00:00,2026-01-06 15:30:00+00:00,1,4479.56,4473.066285714286,4495.794285714286,4473.066285714286,-6.793714285714304,SL,2.224103018086414,0.9989581809505739,0.6395,8.11714285714288,1,4,-6.793714285714304,2026
2026-01-20 13:30:00+00:00,2026-01-20 14:00:00+00:00,1,4729.71,4742.122857142857,4742.122857142857,4724.744857142857,12.112857142857319,TP,3.070124875430817,0.9198545759431084,0.6799999999999999,6.206428571428595,1,2,5.319142857143015,2026
2026-01-20 14:15:00+00:00,2026-01-20 14:30:00+00:00,1,4750.39,4744.250571428572,4765.738571428572,4744.250571428572,-6.439428571428652,SL,2.1538125525127088,0.996439720472036,0.7235,7.674285714285686,1,1,-1.1202857142856377,2026
2026-02-17 14:00:00+00:00,2026-02-17 14:30:00+00:00,1,4896.27,4882.268285714286,4931.274285714286,4882.268285714286,-14.301714285714116,SL,2.2342387079554795,0.9910571775552595,0.30374999999999996,17.50214285714284,1,2,-15.421999999999754,2026
2026-03-10 13:15:00+00:00,2026-03-10 13:30:00+00:00,1,5221.53,5211.139714285714,5247.505714285714,5211.139714285714,-10.69028571428571,SL,2.1883254023806344,0.6281608974412461,0.68025,12.987857142857267,1,1,-26.112285714285463,2026
2026-03-27 14:45:00+00:00,2026-03-27 15:15:00+00:00,1,4509.88,4548.311428571429,4548.311428571429,4494.507428571429,38.131428571429026,TP,2.8469285191660183,0.9949731501327588,0.54425,19.21571428571438,1,2,12.019142857143564,2026
2026-04-07 14:15:00+00:00,2026-04-07 15:00:00+00:00,1,4645.4,4629.865714285714,4684.235714285714,4629.865714285714,-15.834285714285944,SL,2.1889476540348385,0.7135532868944213,0.39949999999999997,19.41785714285717,1,3,-3.81514285714238,2026
