cost,base_risk_pct,trades,final,return_pct,dd_usd,dd_pct,pf
0.16,0.25,20,1026.1356751743624,2.613567517436244,12.372477541442045,1.2372477541442046,1.9073494929377317
0.16,0.5,46,1126.661404819716,12.666140481971588,25.280697405181655,2.528069740518166,1.9648203902299786
0.16,1.0,68,1456.0635179227259,45.60635179227259,55.95340157861119,5.595340157861119,2.101603233943445
0.3,0.25,19,1025.419784075697,2.5419784075696894,13.260778318224695,1.3260778318224693,1.9136607844783544
0.3,0.5,46,1112.984064710204,11.298406471020384,26.93581876261442,2.693581876261442,1.8219448287857851
0.3,1.0,68,1405.2457091136375,40.524570911363746,55.098174967080695,5.509817496708069,1.9570392060673423
0.5,0.25,19,1020.5121150258126,2.0512115025812516,14.52577015971884,1.452577015971884,1.6772112426204786
0.5,0.5,46,1093.7255205132585,9.372552051325854,29.281476446217713,2.928147644621771,1.641306002937905
0.5,1.0,68,1318.2762204214234,31.827622042142334,64.05336927140472,6.405336927140472,1.746459028752989
