year,n,pf,exp,total,dd,wr
2023,37,1.2744122222758165,0.4385637065636864,16.226857142856396,25.422857142857673,0.3783783783783784
2024,35,1.4033618845116231,0.871110204081632,30.488857142857118,17.72742857142838,0.4
2025,31,1.6108000703576502,2.1758894009216214,67.45257142857027,34.32257142857141,0.41935483870967744
2026,19,1.3305971924700404,2.00589473684222,38.11200000000218,53.90857142857112,0.3684210526315789
