year,n,pf,exp,total,dd,wr
2023,23,2.04100452701207,1.3882732919254384,31.93028571428508,8.928571428571516,0.4782608695652174
2024,21,1.8715354021885393,1.5444081632652948,32.432571428571194,10.412571428571848,0.42857142857142855
2025,18,2.3425671740632454,3.5864444444444263,64.55599999999967,14.106857142857365,0.5
2026,7,3.6205309098089784,8.945102040816293,62.61571428571405,10.69028571428571,0.5714285714285714
